word,word_length,base_matrix,conjugator_id,conjugator_matrix,conjugate_matrix,base_trace,conjugate_trace,base_determinant,conjugator_determinant,conjugate_determinant,base_c_mod_11,conjugator_c_mod_11,conjugate_c_mod_11,trace_invariant_exact,square_conjugacy_identity_exact,cube_conjugacy_identity_exact,inverse_orientation_identity_exact,oriented_period_owner,reverse_orientation_law,repetition_law,analytic_evidence_token,finite_check_evidence_token
LLRLRRRRR,9,"[[28,5],[11,2]]",T_minus_2,"[[1,-2],[0,1]]","[[6,13],[11,24]]",30,30,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRLRRRRR,9,"[[28,5],[11,2]]",V_plus,"[[1,0],[11,1]]","[[-27,5],[-308,57]]",30,30,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRLRRRRR,9,"[[28,5],[11,2]]",V_minus,"[[1,0],[-11,1]]","[[83,5],[-880,-53]]",30,30,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRLRRRRR,9,"[[28,5],[11,2]]",T_then_V,"[[12,1],[11,1]]","[[-335,397],[-308,365]]",30,30,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRLRRRRR,9,"[[28,5],[11,2]]",V_then_T,"[[1,1],[11,12]]","[[391,-32],[4411,-361]]",30,30,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRRRRLR,9,"[[24,13],[11,6]]",identity,"[[1,0],[0,1]]","[[24,13],[11,6]]",30,30,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRRRRLR,9,"[[24,13],[11,6]]",T_plus_1,"[[1,1],[0,1]]","[[35,-16],[11,-5]]",30,30,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRRRRLR,9,"[[24,13],[11,6]]",T_minus_1,"[[1,-1],[0,1]]","[[13,20],[11,17]]",30,30,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRRRRLR,9,"[[24,13],[11,6]]",T_plus_2,"[[1,2],[0,1]]","[[46,-67],[11,-16]]",30,30,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRRRRLR,9,"[[24,13],[11,6]]",T_minus_2,"[[1,-2],[0,1]]","[[2,5],[11,28]]",30,30,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRRRRLR,9,"[[24,13],[11,6]]",V_plus,"[[1,0],[11,1]]","[[-119,13],[-1364,149]]",30,30,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRRRRLR,9,"[[24,13],[11,6]]",V_minus,"[[1,0],[-11,1]]","[[167,13],[-1760,-137]]",30,30,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRRRRLR,9,"[[24,13],[11,6]]",T_then_V,"[[12,1],[11,1]]","[[-1483,1645],[-1364,1513]]",30,30,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
LLRRRRRLR,9,"[[24,13],[11,6]]",V_then_T,"[[1,1],[11,12]]","[[211,-16],[2387,-181]]",30,30,1,1,1,0,0,0,true,true,true,true,SAME_GAMMA0_11_CONJUGACY_CLASS,I(M^-1)=-I(M),I(M^r)=r*I(M),PROVED,NUMERICALLY_CERTIFIED
