schema_version,row_id,k_index,t,u,v,r_tu,r_tplusu_v,r_uv,r_t_uplusv,defect_numerator_24,defect_multiple_2pi,is_integer_multiple,normalization_axes,cocycle_mod24,case_kind,negative_reason,oracle,tolerance,status
paper13-circle-twists-controls/1,LI-0155,-1,-1,-2,2,-4,-12,8,0,-24,-1,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0156,-1,-1,-1,-2,-2,-8,-4,-6,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0157,-1,-1,-1,-1,-2,-4,-2,-4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0158,-1,-1,-1,0,-2,0,0,-2,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0159,-1,-1,-1,1,-2,4,2,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0160,-1,-1,-1,2,-2,8,4,2,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0161,-1,-1,0,-2,0,-4,0,-4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0162,-1,-1,0,-1,0,-2,0,-2,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0163,-1,-1,0,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0164,-1,-1,0,1,0,2,0,2,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0165,-1,-1,0,2,0,4,0,4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0166,-1,-1,1,-2,2,0,4,-2,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0167,-1,-1,1,-1,2,0,2,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0168,-1,-1,1,0,2,0,0,2,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0169,-1,-1,1,1,2,0,-2,4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0170,-1,-1,1,2,2,0,-4,6,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0171,-1,-1,2,-2,4,4,8,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0172,-1,-1,2,-1,4,2,4,2,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0173,-1,-1,2,0,4,0,0,4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0174,-1,-1,2,1,4,-2,-4,6,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0175,-1,-1,2,2,4,-4,-8,8,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0176,-1,0,-2,-2,0,-8,-8,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0177,-1,0,-2,-1,0,-4,-4,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0178,-1,0,-2,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0179,-1,0,-2,1,0,4,4,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0180,-1,0,-2,2,0,8,8,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0181,-1,0,-1,-2,0,-4,-4,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0182,-1,0,-1,-1,0,-2,-2,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0183,-1,0,-1,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0184,-1,0,-1,1,0,2,2,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0185,-1,0,-1,2,0,4,4,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0186,-1,0,0,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0187,-1,0,0,-1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0188,-1,0,0,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0189,-1,0,0,1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0190,-1,0,0,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0191,-1,0,1,-2,0,4,4,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0192,-1,0,1,-1,0,2,2,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0193,-1,0,1,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0194,-1,0,1,1,0,-2,-2,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0195,-1,0,1,2,0,-4,-4,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0196,-1,0,2,-2,0,8,8,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0197,-1,0,2,-1,0,4,4,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0198,-1,0,2,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0199,-1,0,2,1,0,-4,-4,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0200,-1,0,2,2,0,-8,-8,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0201,-1,1,-2,-2,4,-4,-8,8,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0202,-1,1,-2,-1,4,-2,-4,6,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0203,-1,1,-2,0,4,0,0,4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0204,-1,1,-2,1,4,2,4,2,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0205,-1,1,-2,2,4,4,8,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0206,-1,1,-1,-2,2,0,-4,6,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0207,-1,1,-1,-1,2,0,-2,4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0208,-1,1,-1,0,2,0,0,2,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0209,-1,1,-1,1,2,0,2,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0210,-1,1,-1,2,2,0,4,-2,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0211,-1,1,0,-2,0,4,0,4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0212,-1,1,0,-1,0,2,0,2,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0213,-1,1,0,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0214,-1,1,0,1,0,-2,0,-2,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0215,-1,1,0,2,0,-4,0,-4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0216,-1,1,1,-2,-2,8,4,2,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0217,-1,1,1,-1,-2,4,2,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0218,-1,1,1,0,-2,0,0,-2,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0219,-1,1,1,1,-2,-4,-2,-4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0220,-1,1,1,2,-2,-8,-4,-6,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0221,-1,1,2,-2,-4,-12,8,0,-24,-1,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0222,-1,1,2,-1,-4,6,4,-2,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0223,-1,1,2,0,-4,0,0,-4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0224,-1,1,2,1,-4,-6,-4,-6,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0225,-1,1,2,2,-4,-12,-8,-8,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0226,-1,2,-2,-2,8,0,-8,-8,24,1,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0227,-1,2,-2,-1,8,0,-4,-12,24,1,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0228,-1,2,-2,0,8,0,0,8,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0229,-1,2,-2,1,8,0,4,4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0230,-1,2,-2,2,8,0,8,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0231,-1,2,-1,-2,4,4,-4,-12,24,1,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0232,-1,2,-1,-1,4,2,-2,8,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0233,-1,2,-1,0,4,0,0,4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0234,-1,2,-1,1,4,-2,2,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0235,-1,2,-1,2,4,-4,4,-4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0236,-1,2,0,-2,0,8,0,8,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0237,-1,2,0,-1,0,4,0,4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0238,-1,2,0,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0239,-1,2,0,1,0,-4,0,-4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0240,-1,2,0,2,0,-8,0,-8,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0241,-1,2,1,-2,-4,-12,4,4,-24,-1,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0242,-1,2,1,-1,-4,6,2,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0243,-1,2,1,0,-4,0,0,-4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0244,-1,2,1,1,-4,-6,-2,-8,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0245,-1,2,1,2,-4,-12,-4,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0246,-1,2,2,-2,-8,-8,8,0,-24,-1,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0247,-1,2,2,-1,-8,8,4,-4,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0248,-1,2,2,0,-8,0,0,-8,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0249,-1,2,2,1,-8,-8,-4,-12,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0250,-1,2,2,2,-8,8,-8,8,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0251,0,-2,-2,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0252,0,-2,-2,-1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0253,0,-2,-2,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0254,0,-2,-2,1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0255,0,-2,-2,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0256,0,-2,-1,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0257,0,-2,-1,-1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0258,0,-2,-1,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0259,0,-2,-1,1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0260,0,-2,-1,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0261,0,-2,0,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0262,0,-2,0,-1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0263,0,-2,0,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0264,0,-2,0,1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0265,0,-2,0,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0266,0,-2,1,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0267,0,-2,1,-1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0268,0,-2,1,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0269,0,-2,1,1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0270,0,-2,1,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0271,0,-2,2,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0272,0,-2,2,-1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0273,0,-2,2,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0274,0,-2,2,1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0275,0,-2,2,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0276,0,-1,-2,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0277,0,-1,-2,-1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0278,0,-1,-2,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0279,0,-1,-2,1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0280,0,-1,-2,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0281,0,-1,-1,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0282,0,-1,-1,-1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0283,0,-1,-1,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0284,0,-1,-1,1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0285,0,-1,-1,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0286,0,-1,0,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0287,0,-1,0,-1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0288,0,-1,0,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0289,0,-1,0,1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0290,0,-1,0,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0291,0,-1,1,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0292,0,-1,1,-1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0293,0,-1,1,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0294,0,-1,1,1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0295,0,-1,1,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0296,0,-1,2,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0297,0,-1,2,-1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0298,0,-1,2,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0299,0,-1,2,1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0300,0,-1,2,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0301,0,0,-2,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0302,0,0,-2,-1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0303,0,0,-2,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0304,0,0,-2,1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0305,0,0,-2,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0306,0,0,-1,-2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0307,0,0,-1,-1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0308,0,0,-1,0,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0309,0,0,-1,1,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
paper13-circle-twists-controls/1,LI-0310,0,0,-1,2,0,0,0,0,0,0,true,true,0,DIAGNOSTIC,,LIFT_DEFECT_IN_2PI_Z,0,PASS
